price_in_rp,city,property_condition,land_size_m2,building_size_m2,electricity_mah,electricity,bedrooms,bathrooms,furnishing,facilities,swimming_pool,park,jogging_track
1800000000,Depok,bagus,106,150,3500 mah,"3,500",3,3,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
1800000000,Depok,bagus,106,150,3500 mah,"3,500",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2040000000,Depok,bagus,150,115,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
4200000000,Depok,bagus,194,120,2200 mah,"2,200",3,4,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
658000000,Depok,baru,55,55,2200 mah,"2,200",2,2,unfurnished,"Track Lari, One Gate System, Keamanan 24 jam, Taman, Wastafel, CCTV",No Swimming Pool,Park,Jogging Track
2280000000,Depok,bagus,180,200,2200 mah,"2,200",3,4,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
780000000,Depok,bagus,98,68,1300 mah,"1,300",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,115,145,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
900000000,Depok,bagus,90,45,1300 mah,"1,300",2,2,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,115,145,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
900000000,Depok,bagus,90,45,1300 mah,"1,300",2,2,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
2040000000,Depok,bagus,150,115,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
900000000,Depok,bagus,90,45,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2280000000,Depok,bagus,180,200,2200 mah,"2,200",3,4,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,115,145,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
4200000000,Depok,bagus,194,120,2200 mah,"2,200",3,4,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
800000000,Depok,bagus sekali,70,68,2200 mah,"2,200",3,2,unfurnished,"AC, CCTV, Taman, Masjid, Keamanan",No Swimming Pool,Park,No Jogging Track
556000000,Depok,baru,55,55,1300 mah,"1,300",2,2,unfurnished,"Tempat Jemuran, Taman, AC",No Swimming Pool,Park,No Jogging Track
651000000,Depok,baru,54,55,2200 mah,"2,200",2,2,furnished,"Tempat Jemuran, Track Lari, One Gate System, Keamanan 24 jam, Taman, AC",No Swimming Pool,Park,Jogging Track
995000000,Depok,bagus,72,70,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Ac, Akses Parkir, One Gate System, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Wastafel, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,120,100,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,120,100,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1100000000,Depok,bagus,72,105,2200 mah,"2,200",3,4,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, Taman, Wastafel, AC, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
485000000,Depok,baru,84,55,1300 mah,"1,300",2,1,unfurnished,"AC, Masjid, CCTV, Kulkas, Wastafel, Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Bola, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Playground, Kitchen Set, Mesin Cuci, Track Lari",No Swimming Pool,Park,Jogging Track
1400000000,Depok,bagus,78,120,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1980000000,Depok,bagus,95,105,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1650000000,Depok,bagus,78,110,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1680000000,Depok,bagus,152,88,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
750000000,Depok,bagus,72,43,1300 mah,"1,300",1,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
950000000,Depok,butuh renovasi,85,100,2200 mah,"2,200",2,2,unfurnished,"Tempat Jemuran, Lapangan Bulu Tangkis, Akses Parkir, One Gate System, Masjid, Lapangan Voli, Keamanan 24 jam, Taman, Taman, Wastafel, Keamanan, Lapangan Basket",No Swimming Pool,Park,No Jogging Track
6500000000,Depok,bagus,468,400,3500 mah,"3,500",5,5,semi furnished,"Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
1400000000,Depok,bagus,78,120,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1150000000,Depok,baru,72,110,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Akses Parkir, One Gate System, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Ac, Playground, Wastafel, Masjid, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
960000000,Depok,bagus,90,60,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1400000000,Depok,bagus,78,120,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1980000000,Depok,bagus,95,105,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2520000000,Depok,bagus,150,200,2200 mah,"2,200",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,109,90,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1500000000,Depok,bagus,151,150,7700 mah,"7,700",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1920000000,Depok,bagus,167,160,4400 mah,"4,400",2,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,72,140,3500 mah,"3,500",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1400000000,Depok,bagus,78,120,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2520000000,Depok,bagus,150,200,2200 mah,"2,200",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2520000000,Depok,bagus,132,125,5500 mah,"5,500",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1980000000,Depok,bagus,95,105,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2640000000,Depok,bagus,110,140,2200 mah,"2,200",4,4,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2040000000,Depok,bagus,113,150,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1650000000,Depok,bagus,78,110,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1410000000,Depok,bagus,180,112,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,120,77,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1650000000,Depok,bagus,140,200,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Masjid, Keamanan 24 jam, Taman, Taman, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1900000000,Depok,bagus,120,180,4400 mah,"4,400",3,3,semi furnished,"Taman, Ac, Taman, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
2200000000,Depok,bagus sekali,118,160,3500 mah,"3,500",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2550000000,Depok,bagus sekali,120,158,4400 mah,"4,400",3,3,unfurnished,"Ac, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1480000000,Depok,bagus,60,73,2200 mah,"2,200",3,2,unfurnished,"Track Lari, One Gate System, Akses Parkir, Keamanan 24 jam, Taman, CCTV, Taman, Playground, Wastafel, AC, Jalur Telepon",No Swimming Pool,Park,Jogging Track
5700000000,Depok,bagus,246,320,5500 mah,"5,500",4,4,semi furnished,"Jogging Track, Kolam Renang, Ac, Taman, Keamanan",Swimming Pool,Park,Jogging Track
3500000000,Depok,baru,200,365,2200 mah,"2,200",4,4,unfurnished,"Jalur Telepon, Ac, Masjid, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
1570000000,Depok,bagus,112,56,2200 mah,"2,200",3,1,unfurnished,"Tempat Jemuran, Keamanan, Keamanan 24 jam, Taman",No Swimming Pool,Park,No Jogging Track
970000000,Depok,baru,70,115,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Ac, Jogging Track, Track Lari, Masjid, Taman, CCTV, Taman, AC, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1950000000,Depok,bagus,120,180,3500 mah,"3,500",4,2,semi furnished,"Jogging Track, Track Lari, Kolam Renang, Masjid, Taman, Ac, Taman, AC, Keamanan",Swimming Pool,Park,Jogging Track
3000000000,Depok,bagus sekali,250,225,3500 mah,"3,500",3,3,unfurnished,"Keamanan, Taman, Kolam Renang",Swimming Pool,Park,No Jogging Track
4000000000,Depok,bagus,425,237,2200 mah,"2,200",5,4,semi furnished,Taman,No Swimming Pool,Park,No Jogging Track
750000000,Depok,butuh renovasi,170,200,900 mah,900,4,2,unfurnished,"Tempat Jemuran, Jogging Track, Akses Parkir, Track Lari, Masjid, Keamanan 24 jam, Taman, Wastafel, Lapangan Voli, Masjid, Jalur Telepon, Keamanan, Lapangan Basket",No Swimming Pool,Park,Jogging Track
800000000,Depok,baru,65,78,3500 mah,"3,500",3,3,unfurnished,"Jalur Telepon, AC, Kitchen Set, Taman, CCTV, Taman, Wastafel, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
2500000000,Depok,baru,120,178,3500 mah,"3,500",3,3,unfurnished,"Masjid, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
890000000,Depok,baru,101,78,3500 mah,"3,500",3,3,semi furnished,"Jalur Telepon, Jogging Track, Track Lari, Masjid, Keamanan 24 jam, Taman, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
2200000000,Depok,bagus,118,160,3500 mah,"3,500",4,3,semi furnished,"Tempat Jemuran, Lapangan Bulu Tangkis, Kolam Renang, Keamanan 24 jam, Kolam Renang, Taman, Keamanan",Swimming Pool,Park,No Jogging Track
4200000000,Depok,bagus,234,400,3300 mah,"3,300",3,3,unfurnished,"One Gate System, Masjid, Keamanan 24 jam, Taman, Taman, Masjid, Keamanan",No Swimming Pool,Park,No Jogging Track
4000000000,Depok,bagus,158,145,3300 mah,"3,300",2,2,unfurnished,"Tempat Jemuran, Track Lari, Akses Parkir, One Gate System, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Playground, Wastafel, Jalur Telepon",No Swimming Pool,Park,Jogging Track
3500000000,Depok,bagus,321,500,6600 mah,"6,600",6,4,semi furnished,"Masjid, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
6850000000,Depok,bagus sekali,500,460,7700 mah,"7,700",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3950000000,Depok,bagus,300,250,4400 mah,"4,400",3,3,semi furnished,"Kolam Ikan, Taman",Swimming Pool,Park,No Jogging Track
1900000000,Depok,baru,150,220,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Masjid, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
6200000000,Depok,bagus,710,388,3500 mah,"3,500",4,3,unfurnished,"Jalur Telepon, Taman, Jogging Track, Masjid, Keamanan",No Swimming Pool,Park,Jogging Track
5800000000,Depok,bagus,540,350,3500 mah,"3,500",4,3,unfurnished,"Jalur Telepon, Ac, Kolam Renang, Masjid, Taman, Keamanan",Swimming Pool,Park,No Jogging Track
4500000000,Depok,bagus,387,175,3500 mah,"3,500",4,3,unfurnished,"Tempat Jemuran, Lapangan Bulu Tangkis, One Gate System, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Taman, Wastafel, Lapangan Basket",No Swimming Pool,Park,No Jogging Track
1090000000,Depok,baru,72,110,2200 mah,"2,200",3,4,unfurnished,"Jalur Telepon, Ac, CCTV, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
680000000,Depok,baru,60,70,2200 mah,"2,200",2,2,semi furnished,"Ac, Jogging Track, Track Lari, CCTV, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
2750000000,Depok,bagus,187,200,3500 mah,"3,500",3,3,semi furnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
1650000000,Depok,bagus,78,110,3500 mah,"3,500",3,3,furnished,"Tempat Jemuran, Track Lari, One Gate System, Kitchen Set, Keamanan 24 jam, Taman, Taman, Wastafel, Pemanas Air, Jalur Telepon",No Swimming Pool,Park,Jogging Track
2280000000,Depok,bagus,120,83,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1500000000,Depok,bagus sekali,120,140,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Jogging Track, Masjid, Taman, Keamanan",No Swimming Pool,Park,Jogging Track
1650000000,Depok,bagus,108,150,3500 mah,"3,500",2,2,unfurnished,"Ac, Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,132,90,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1350000000,Depok,baru,80,138,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Keamanan, Wastafel",No Swimming Pool,No Park,No Jogging Track
525000000,Depok,baru,75,36,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Jogging Track, Tempat Jemuran, Track Lari, Taman, Ac, Taman, Wastafel, Lapangan Voli, AC, Masjid, Kolam Ikan, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
2130000000,Depok,baru,120,91,3500 mah,"3,500",3,2,unfurnished,Free kitchen set,No Swimming Pool,No Park,No Jogging Track
1450000000,Depok,baru,56,93,3500 mah,"3,500",2,2,unfurnished,"Canopy, Carport 1 mobil",No Swimming Pool,No Park,No Jogging Track
1480000000,Depok,baru,62,73,3500 mah,"3,500",3,2,unfurnished,"AC 2 unit, Canopy, Carport 1 mobil",No Swimming Pool,No Park,No Jogging Track
1590000000,Depok,baru,71,84,3500 mah,"3,500",3,3,unfurnished,"Onegate, security 24jam",No Swimming Pool,No Park,No Jogging Track
1170000000,Depok,baru,93,88,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, CCTV, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
2520000000,Depok,bagus,150,200,2200 mah,"2,200",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
4300000000,Depok,bagus sekali,390,300,3500 mah,"3,500",4,4,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1170000000,Depok,baru,93,88,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, CCTV",No Swimming Pool,Park,No Jogging Track
400000000,Depok,baru,68,40,1300 mah,"1,300",2,1,unfurnished,"Ac, Taman, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,109,90,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
750000000,Depok,bagus,72,43,1300 mah,"1,300",1,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,82,50,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Depok,bagus,108,90,1300 mah,"1,300",2,1,unfurnished,"Keamanan 24 jam, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,82,50,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,baru,120,45,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, Tempat Gym, One Gate System, Track Lari, Kolam Renang, Kitchen Set, Akses Parkir, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,Jogging Track
1560000000,Depok,bagus,109,90,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
793000000,Depok,baru,72,90,2200 mah,"2,200",3,2,furnished,"Jalur Telepon, Ac, Jogging Track, Tempat Jemuran, Akses Parkir, One Gate System, AC, Track Lari, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, Pemanas Air, CCTV, Wastafel, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1560000000,Depok,bagus,109,90,4400 mah,"4,400",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
484000000,Depok,baru,66,42,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, Playground, Wastafel",No Swimming Pool,Park,No Jogging Track
300000000,Depok,baru,60,40,1300 mah,"1,300",2,1,semi furnished,"Jalur Telepon, AC, Kolam Renang, Taman, CCTV, Jogging Track, Masjid, Keamanan",Swimming Pool,Park,Jogging Track
750000000,Depok,bagus,72,43,1300 mah,"1,300",1,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
235000000,Depok,baru,50,36,1300 mah,"1,300",2,1,semi furnished,"Jalur Telepon, Jogging Track, Track Lari, Taman, Ac, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1320000000,Depok,bagus,90,160,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,82,50,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
900000000,Depok,bagus,81,81,1300 mah,"1,300",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1260000000,Depok,bagus,164,95,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1320000000,Depok,bagus,90,160,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
750000000,Depok,bagus,72,43,1300 mah,"1,300",1,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
780000000,Depok,bagus,72,42,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,120,100,3300 mah,"3,300",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
750000000,Depok,bagus,72,43,1300 mah,"1,300",1,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,82,50,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,120,100,3300 mah,"3,300",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Depok,bagus,84,40,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,109,90,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
901000000,Depok,baru,101,78,3500 mah,"3,500",3,3,semi furnished,"Tempat Jemuran, Track Lari, One Gate System, Kolam Renang, AC, Kitchen Set, Akses Parkir, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Ac, Playground, Pemanas Air, Wastafel, CCTV, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
901000000,Depok,baru,101,91,3500 mah,"3,500",3,3,semi furnished,"Tempat Jemuran, Track Lari, AC, Kitchen Set, Taman, CCTV, Ac, Wastafel, Pemanas Air, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1110000000,Depok,baru,91,101,3500 mah,"3,500",4,3,semi furnished,"Tempat Jemuran, Track Lari, AC, Kitchen Set, Taman, CCTV, Ac, Wastafel, Pemanas Air, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
485000000,Depok,baru,60,45,1300 mah,"1,300",2,1,semi furnished,"Jalur Telepon, Ac, Jogging Track, Masjid, Taman, CCTV, Keamanan",No Swimming Pool,Park,Jogging Track
4000000000,Depok,bagus,600,300,2200 mah,"2,200",4,3,furnished,"Lapangan Tenis, AC, Masjid, Lapangan Bulu Tangkis, CCTV, Kulkas, Wastafel, Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bola, Akses Parkir, One Gate System, Lapangan Voli, Keamanan 24 jam, Taman, Tempat Laundry, Playground, Tempat Gym, Kolam Ikan, Lapangan Basket, Kitchen Set, Mesin Cuci, Kolam Renang, Track Lari",Swimming Pool,Park,Jogging Track
1200000000,Depok,baru,84,75,2200 mah,"2,200",2,2,semi furnished,"Ac, Jogging Track, Track Lari, Kolam Renang, Keamanan 24 jam, Taman, Kolam Renang, Taman, AC, CCTV, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
800000000,Depok,bagus,68,56,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, CCTV, Taman, Wastafel, AC, Masjid, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
750000000,Depok,bagus,70,69,2200 mah,"2,200",3,2,unfurnished,"Ac, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
600000000,Depok,baru,68,38,1300 mah,"1,300",2,1,unfurnished,"Ac, Taman",No Swimming Pool,Park,No Jogging Track
650000000,Depok,baru,72,52,2200 mah,"2,200",3,1,unfurnished,"Tempat Jemuran, Jogging Track, Track Lari, Akses Parkir, One Gate System, AC, Masjid, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
917000000,Depok,baru,84,45,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, Track Lari, Tempat Gym, One Gate System, Kolam Renang, Kitchen Set, Akses Parkir, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon",Swimming Pool,Park,Jogging Track
950000000,Depok,baru,70,118,2200 mah,"2,200",4,2,unfurnished,"Jalur Telepon, Jogging Track, Track Lari, CCTV, Ac, Taman, AC, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
955000000,Depok,baru,70,115,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Jogging Track, Track Lari, Taman, Ac, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1870000000,Depok,baru,124,135,2200 mah,"2,200",4,4,unfurnished,"Jalur Telepon, Jogging Track, Track Lari, Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang, Taman, CCTV, Taman, Masjid, CCTV, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
285000000,Depok,baru,63,40,1300 mah,"1,300",2,1,semi furnished,"Jalur Telepon, Ac, Kolam Renang, Taman, Jogging Track, Masjid, CCTV, Keamanan",Swimming Pool,Park,Jogging Track
1330000000,Depok,baru,84,75,2200 mah,"2,200",1,1,semi furnished,"Jalur Telepon, Jogging Track, Kolam Renang, Taman, Ac, Masjid, CCTV, Keamanan",Swimming Pool,Park,Jogging Track
2490000000,Depok,baru,158,133,2200 mah,"2,200",4,4,semi furnished,"Tempat Jemuran, Ac, Jogging Track, Lapangan Bulu Tangkis, Track Lari, Kolam Renang, AC, Kitchen Set, Taman, CCTV, Taman, Wastafel, Pemanas Air, Tempat Gym, Masjid, Jalur Telepon, Keamanan, Lapangan Basket",Swimming Pool,Park,Jogging Track
2280000000,Depok,baru,142,126,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Jogging Track, Tempat Jemuran, Lapangan Bulu Tangkis, Track Lari, Kolam Renang, AC, Kitchen Set, Taman, CCTV, Ac, Wastafel, Pemanas Air, Tempat Gym, CCTV, Jalur Telepon, Keamanan, Lapangan Basket",Swimming Pool,Park,Jogging Track
230000000,Depok,baru,50,36,1300 mah,"1,300",2,1,semi furnished,"Jalur Telepon, Ac, AC, Track Lari, Masjid, Taman, CCTV, Taman, Jogging Track, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
3500000000,Depok,baru,200,120,3500 mah,"3,500",3,4,semi furnished,"Akses Parkir, One Gate System, Tempat Gym, Kolam Renang, AC, Track Lari, Masjid, Keamanan 24 jam, Taman, Kulkas, Taman, Playground, Pemanas Air, Wastafel, Lapangan Basket",Swimming Pool,Park,Jogging Track
800000000,Depok,baru,101,78,3500 mah,"3,500",3,3,semi furnished,"Jalur Telepon, Jogging Track, Track Lari, AC, Masjid, Taman, CCTV, Taman, AC, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
387000000,Depok,baru,55,42,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Ac, Jogging Track, Masjid, Taman, CCTV, Keamanan",No Swimming Pool,Park,Jogging Track
485000000,Depok,baru,72,42,1300 mah,"1,300",2,1,unfurnished,"Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Bola, Akses Parkir, One Gate System, AC, Masjid, Keamanan 24 jam, Taman, CCTV, Kulkas, Playground, Wastafel, Pemanas Air, Jalur Telepon, Kitchen Set, Track Lari",No Swimming Pool,Park,Jogging Track
525000000,Depok,baru,73,45,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, Playground, Wastafel, Keamanan",No Swimming Pool,Park,No Jogging Track
1600000000,Depok,baru,120,79,4400 mah,"4,400",3,2,unfurnished,"Jalur Telepon, Jogging Track, Lapangan Tenis, AC, Masjid, Lapangan Bulu Tangkis, CCTV, Kulkas, Wastafel, Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bola, Lapangan Voli, Taman, Taman, Tempat Gym, Kolam Ikan, Keamanan, Lapangan Basket, Kitchen Set, Ac, Mesin Cuci, Kolam Renang, Track Lari",Swimming Pool,Park,Jogging Track
